code,ir_bo,ir_rd,p_value,params
600246.XSHG,-0.4013756843069363,0.0,1.0,"{'A1': 30.0, 'A2': 40.163190479266284, 'A3': 73.1426209460765, 'y1': 0.005, 'y2': -0.005}"
600328.XSHG,-1.0165000844268854,0.27532015738581517,0.968,"{'A1': 10.749264915392121, 'A2': 51.400562559003575, 'A3': 62.320533701388946, 'y1': 0.22511417079134166, 'y2': -0.15017360195227536}"
600970.XSHG,-0.10382627840011754,0.28619674545908214,0.697,"{'A1': 29.978948454820078, 'A2': 49.43906471385308, 'A3': 135.14257067221376, 'y1': 0.012308667600527425, 'y2': -0.039713408267319256}"
600971.XSHG,0.0,0.0,0.0,"{'A1': 0.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.0050000000000000044}"
600973.XSHG,0.8976827223035503,0.46317290346527595,0.261,"{'A1': 5.071854477093672, 'A2': 38.105278445876245, 'A3': 89.77798807635017, 'y1': 0.3, 'y2': -0.09178743817460892}"
000563.XSHE,1.5659814118644766,0.0,0.0,"{'A1': 15.344460277949988, 'A2': 30.0, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600400.XSHG,-1.1103208929616089,0.18922507982510023,0.971,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000963.XSHE,1.1628682705579905,0.936346863608593,0.343,"{'A1': 5.440826466939705, 'A2': 38.99199922010123, 'A3': 79.97092428127304, 'y1': 0.20248024954062627, 'y2': -0.11620661428708837}"
000962.XSHE,2.2652863608409364,0.24498831347335298,0.0,"{'A1': 7.042269790348411, 'A2': 32.529775358383034, 'A3': 140.5836039351429, 'y1': 0.019269130737183015, 'y2': -0.06659634423248602}"
600406.XSHG,0.4827576003621184,0.8820400951776751,0.745,"{'A1': 8.483989130205757, 'A2': 43.23999705150743, 'A3': 112.48236475533308, 'y1': 0.13887819688510566, 'y2': -0.03328460409447789}"
600408.XSHG,-0.4933105871108034,0.1745775067159634,0.819,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600409.XSHG,-1.1526071808560796,0.1640476621028377,0.961,"{'A1': 30.0, 'A2': 38.195968732022905, 'A3': 114.50648659915494, 'y1': 0.3, 'y2': -0.2}"
000708.XSHE,0.7479813775589234,0.48812866388549875,0.367,"{'A1': 15.415376883351412, 'A2': 30.0, 'A3': 88.86467411240326, 'y1': 0.005, 'y2': -0.2}"
600819.XSHG,1.2358287146060718,0.0,0.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 137.53143318100322, 'y1': 0.005, 'y2': -0.005}"
000701.XSHE,0.5227862455222916,0.43251614014972006,0.46,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
000700.XSHE,2.2108951343896033,0.21487064501144898,0.0,"{'A1': 29.75303368901085, 'A2': 45.63437687674152, 'A3': 131.76244508170032, 'y1': 0.041474065061247706, 'y2': -0.01806922759081578}"
600810.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 50.77722676128135, 'A3': 140.19513479930234, 'y1': 0.005, 'y2': -0.005}"
600815.XSHG,1.4229933034395734,0.30071810826302114,0.051,"{'A1': 9.317118164776826, 'A2': 60.0, 'A3': 84.41011756726196, 'y1': 0.005, 'y2': -0.2}"
600814.XSHG,0.9378713858659037,0.16018821120830973,0.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 113.92827466523546, 'y1': 0.005, 'y2': -0.2}"
000795.XSHE,1.614000988785115,0.3806500986904882,0.032,"{'A1': 14.067465348430042, 'A2': 31.12960944373015, 'A3': 71.7201808788176, 'y1': 0.21317746058905815, 'y2': -0.10864526205559948}"
002203.XSHE,1.5439204098642128,0.18381432035772344,0.019,"{'A1': 13.524931985045791, 'A2': 39.254466792043424, 'A3': 92.86484978837262, 'y1': 0.005, 'y2': -0.2}"
002083.XSHE,1.6711456329279464,0.0,0.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.005}"
000637.XSHE,1.3402727067879097,0.11104388493845335,0.038,"{'A1': 13.475885233149901, 'A2': 52.82879390673669, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600866.XSHG,0.12154300074773078,0.9405210242516991,0.914,"{'A1': 4.4176462592186, 'A2': 37.49675055003592, 'A3': 136.3825082589471, 'y1': 0.15419372885146915, 'y2': -0.1748823205369504}"
600867.XSHG,0.8580362644016705,0.1716987576244911,0.204,"{'A1': 9.089084525208058, 'A2': 30.05970579534565, 'A3': 115.42352206195694, 'y1': 0.09198717947319593, 'y2': -0.02185068258894038}"
600864.XSHG,2.1486530335052696,0.0,0.0,"{'A1': 13.943509503245048, 'A2': 54.387802725882395, 'A3': 61.290139468188116, 'y1': 0.005, 'y2': -0.12677049427792592}"
600710.XSHG,0.7808475562523192,0.6987029533846346,0.45,"{'A1': 14.38037726407896, 'A2': 40.611962266936835, 'A3': 148.46167258340967, 'y1': 0.08721306494168306, 'y2': -0.0677625798585355}"
600860.XSHG,2.3670581423683363,0.24427785571941268,0.0,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600713.XSHG,-0.049845595724233825,0.32353117401263193,0.699,"{'A1': 30.0, 'A2': 30.0, 'A3': 60.0, 'y1': 0.3, 'y2': -0.005}"
000811.XSHE,0.7608223615268711,0.9114411073325303,0.589,"{'A1': 27.24059108990996, 'A2': 58.03352924021604, 'A3': 149.706002848553, 'y1': 0.2872498428969295, 'y2': -0.18986234297653884}"
600249.XSHG,0.012742581536837641,0.12139348279818304,0.544,"{'A1': 19.406459693706466, 'A2': 30.0, 'A3': 83.20740737019977, 'y1': 0.005, 'y2': -0.2}"
600321.XSHG,-0.31572720477722643,0.2278471052796635,0.763,"{'A1': 10.563466982132306, 'A2': 47.9574108975666, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
000407.XSHE,0.16678714158333996,0.4280326354882423,0.65,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
000033.XSHE,1.4239116688984026,0.08081567300312818,0.0,"{'A1': 24.630714414822144, 'A2': 60.0, 'A3': 139.65688195367042, 'y1': 0.005, 'y2': -0.2}"
000032.XSHE,0.9276946568392562,0.3495449677344195,0.202,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
002191.XSHE,0.402566710823357,0.1295359110686066,0.358,"{'A1': 29.75147900457535, 'A2': 58.40331841875714, 'A3': 137.78327797884378, 'y1': 0.14367646988739638, 'y2': -0.17357827143203494}"
600785.XSHG,0.06290032825475406,0.8459501145185291,0.894,"{'A1': 27.88832584298629, 'A2': 60.0, 'A3': 144.4358832904239, 'y1': 0.2581004975366694, 'y2': -0.16488968826879774}"
600662.XSHG,-0.7845437955111431,0.3508682526547983,0.949,"{'A1': 30.0, 'A2': 44.83086693591916, 'A3': 117.78744818685703, 'y1': 0.2656830819787995, 'y2': -0.1654810913288702}"
600665.XSHG,-1.541794993834155,0.37194503678517,0.997,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600667.XSHG,-1.0705992068543042,0.2242323770990427,0.959,"{'A1': 16.513318730495744, 'A2': 36.4215442231014, 'A3': 148.44000987777758, 'y1': 0.13077475739368438, 'y2': -0.03911546165540397}"
000919.XSHE,-1.0678674988053816,0.16637384122460866,0.952,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000522.XSHE,0.9255113976099352,0.2963657439565529,0.179,"{'A1': 5.751550073458058, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
000525.XSHE,-1.0034508825287958,0.11142093853825323,0.954,"{'A1': 13.438783156407757, 'A2': 53.37559618339665, 'A3': 60.56858556866622, 'y1': 0.20968674586212255, 'y2': -0.18976928082967903}"
000524.XSHE,0.943828870938665,0.2649741429856029,0.173,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600361.XSHG,-0.0649454683309218,0.18432611099776983,0.64,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000911.XSHE,0.8345192092047616,0.08961996214850362,0.214,"{'A1': 27.12102309468332, 'A2': 30.0, 'A3': 90.89749015278143, 'y1': 0.005, 'y2': -0.2}"
600363.XSHG,1.3161633109616915,0.15714523033341124,0.041,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000913.XSHE,-1.2485246187293586,0.6844436554014753,0.999,"{'A1': 3.1875114919000005, 'A2': 36.82811289315181, 'A3': 91.1725852431765, 'y1': 0.29064469936397797, 'y2': -0.12153110010389825}"
000916.XSHE,-0.7822407223782836,0.20225222068916418,0.934,"{'A1': 22.085364098321122, 'A2': 50.71381009492539, 'A3': 68.62780058870018, 'y1': 0.20401428363512286, 'y2': -0.0728840697325786}"
600366.XSHG,-1.5414520137798464,0.7268772764684027,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
002031.XSHE,2.5807436492783795,0.1334194939733053,0.0,"{'A1': 8.11349746093906, 'A2': 36.29253334306327, 'A3': 70.32884545470876, 'y1': 0.005, 'y2': -0.2}"
002032.XSHE,1.0375655399074712,0.7832356553468415,0.345,"{'A1': 13.267367970553476, 'A2': 52.82607466617023, 'A3': 60.70602514826549, 'y1': 0.14339937015820434, 'y2': -0.14677785834772855}"
002038.XSHE,-0.06979374529896641,0.013227377288216574,0.525,"{'A1': 5.646682152310306, 'A2': 49.838052289459, 'A3': 60.0, 'y1': 0.005, 'y2': -0.005}"
600798.XSHG,1.0902627144830421,0.04401567901887744,0.0,"{'A1': 4.709453965802696, 'A2': 41.32742477287662, 'A3': 118.13514038585203, 'y1': 0.005, 'y2': -0.005}"
000050.XSHE,1.0886717842044338,0.5766428708336097,0.234,"{'A1': 4.180884117757248, 'A2': 60.0, 'A3': 67.36242282676876, 'y1': 0.3, 'y2': -0.005}"
600567.XSHG,-0.7795042090035164,0.10271884434881637,0.861,"{'A1': 15.017340866279305, 'A2': 51.93351870373632, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600565.XSHG,-0.8742756904044077,0.4037580095461864,0.962,"{'A1': 19.973028808877242, 'A2': 45.75805190390831, 'A3': 97.92061230710107, 'y1': 0.17377518245402793, 'y2': -0.13689835307345116}"
600563.XSHG,0.272695947631151,0.872572453003454,0.837,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600215.XSHG,-0.013534964004154857,0.14671413258566815,0.594,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600075.XSHG,-2.4154922197580233,0.17392176966427825,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.005}"
600216.XSHG,-1.5153709320625695,0.5449346742613859,1.0,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600074.XSHG,-0.5281526911651093,0.27113186014637713,0.862,"{'A1': 7.242177464796104, 'A2': 35.0385082207742, 'A3': 91.8197441599632, 'y1': 0.2877973050027277, 'y2': -0.07596157282477466}"
000594.XSHE,-1.136314211922695,0.08278383455467801,0.966,"{'A1': 2.4269855258733086, 'A2': 55.49903289687328, 'A3': 132.11531922729253, 'y1': 0.2079316028413603, 'y2': -0.05257724633279495}"
000597.XSHE,-0.5509601150607865,0.04135014044292324,0.761,"{'A1': 30.0, 'A2': 30.0, 'A3': 133.53308438844198, 'y1': 0.005, 'y2': -0.2}"
000989.XSHE,-0.8990407692752295,0.3676173789592548,0.963,"{'A1': 13.267367970553476, 'A2': 52.82607466617023, 'A3': 60.70602514826549, 'y1': 0.14339937015820434, 'y2': -0.14677785834772855}"
000988.XSHE,-0.8915973419337367,0.6222087103058264,0.986,"{'A1': 4.814154496703593, 'A2': 36.49456765176554, 'A3': 92.04686147337488, 'y1': 0.07122055064021429, 'y2': -0.080409608659189}"
000987.XSHE,-0.7114170115741778,0.3623240372308419,0.925,"{'A1': 9.715910723048106, 'A2': 42.46003981635062, 'A3': 67.71838724890424, 'y1': 0.005, 'y2': -0.2}"
000598.XSHE,0.47952008289575154,1.0210576751712983,0.807,"{'A1': 8.047802899506024, 'A2': 46.21200016834689, 'A3': 100.8512781166976, 'y1': 0.2934071980503362, 'y2': -0.13877281636261402}"
000599.XSHE,-0.8957703798211454,0.0,1.0,"{'A1': 20.829331437213714, 'A2': 41.99111474469882, 'A3': 121.45390143727325, 'y1': 0.005, 'y2': -0.005}"
000851.XSHE,1.213862437620644,0.40292815949070654,0.119,"{'A1': 3.2093960124319265, 'A2': 33.602655206150665, 'A3': 91.3892212921273, 'y1': 0.04675388487851877, 'y2': -0.10801437443090897}"
000850.XSHE,0.6982050382721173,0.19497029693765794,0.261,"{'A1': 27.2634599247138, 'A2': 59.64417706696321, 'A3': 147.04880156540509, 'y1': 0.005, 'y2': -0.2}"
000852.XSHE,0.0,0.0,0.0,"{'A1': 18.184419405635733, 'A2': 60.0, 'A3': 144.72216926375407, 'y1': 0.005, 'y2': -0.2}"
600288.XSHG,1.5927020307662565,0.0,0.0,"{'A1': 6.853346384658309, 'A2': 31.931034270396957, 'A3': 101.11479135757415, 'y1': 0.005, 'y2': -0.2}"
600289.XSHG,-1.0780108118416651,0.23317655097130985,0.966,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
000859.XSHE,0.4138759458358014,0.1924719327097836,0.388,"{'A1': 6.039915199329432, 'A2': 53.99253628742283, 'A3': 60.783671397479594, 'y1': 0.021960664027989865, 'y2': -0.04488883235969901}"
600287.XSHG,0.0578000262878636,0.48454434426038034,0.717,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600284.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600281.XSHG,-0.14817610629882683,0.4238211561442416,0.791,"{'A1': 15.724353635832017, 'A2': 54.6905395187802, 'A3': 65.00900180167946, 'y1': 0.3, 'y2': -0.2}"
600884.XSHG,-2.2304772693386403,0.39470306314484455,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
000679.XSHE,0.0,0.0,0.0,"{'A1': 0.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600821.XSHG,0.32144949366086484,0.5566488853432852,0.658,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
600826.XSHG,-0.27793325511506417,0.776721437041824,0.969,"{'A1': 4.47444699044188, 'A2': 33.0701553128913, 'A3': 90.63680001820308, 'y1': 0.12118311122222263, 'y2': -0.18301344124303814}"
600827.XSHG,-2.048733053314677,0.11446684728626152,1.0,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600824.XSHG,1.0068196270228265,0.18448211433381534,0.144,"{'A1': 15.779443590980263, 'A2': 55.732426269742525, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
000777.XSHE,-0.7004538969527155,0.0,1.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.005}"
600880.XSHG,-0.791418909760614,0.5437413789630927,0.971,"{'A1': 7.3743351091127955, 'A2': 31.643819213165838, 'A3': 104.44708385577164, 'y1': 0.09529904368781861, 'y2': -0.06483265816466764}"
600829.XSHG,-1.235828602582313,0.0,1.0,"{'A1': 28.83045194725009, 'A2': 58.315665143435226, 'A3': 83.06737083229025, 'y1': 0.01970019553689947, 'y2': -0.005}"
000677.XSHE,0.0,0.0,0.0,"{'A1': 25.184238797437676, 'A2': 60.0, 'A3': 70.97692176393336, 'y1': 0.005, 'y2': -0.2}"
000006.XSHE,0.9468981241491048,0.02525489816204611,0.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.005}"
000860.XSHE,1.2074854511788746,0.5477896027432589,0.142,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
000070.XSHE,-0.30505524464448286,0.4718513189430023,0.866,"{'A1': 4.572498860489031, 'A2': 37.93220789067465, 'A3': 92.29221400706665, 'y1': 0.22358909065544627, 'y2': -0.011621984872557084}"
000078.XSHE,-0.3563518800443387,0.5203365961517129,0.91,"{'A1': 3.008601498618355, 'A2': 34.88771498576211, 'A3': 87.47740130680349, 'y1': 0.26804050051362427, 'y2': -0.15120911332103115}"
600746.XSHG,-2.0629820708498627,0.4620434670105206,1.0,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600744.XSHG,-0.8564719304401316,0.16146292813800542,0.927,"{'A1': 29.49481308852889, 'A2': 60.0, 'A3': 89.32012426519245, 'y1': 0.005, 'y2': -0.2}"
600740.XSHG,2.7741993216367677,0.0,0.0,"{'A1': 7.221524700643416, 'A2': 33.22309340366497, 'A3': 74.32043713177444, 'y1': 0.005, 'y2': -0.2}"
600624.XSHG,0.47324538337404,0.08781224173263917,0.285,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600626.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 48.232062109475464, 'A3': 100.6584970872754, 'y1': 0.005, 'y2': -0.2}"
600620.XSHG,-0.4063882786740205,0.35910098477121566,0.898,"{'A1': 4.466134742930441, 'A2': 34.155809535194116, 'A3': 90.79509035564544, 'y1': 0.05705189713330484, 'y2': -0.15611301052003057}"
600621.XSHG,0.730702617554103,0.2764673185438535,0.273,"{'A1': 18.932443573125923, 'A2': 30.0, 'A3': 70.59217116115127, 'y1': 0.005, 'y2': -0.2}"
600622.XSHG,-1.8457056241542638,0.1415281749583283,1.0,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600983.XSHG,-1.8198812566209874,0.5006051086761666,1.0,"{'A1': 2.4269855258733086, 'A2': 55.49903289687328, 'A3': 132.11531922729253, 'y1': 0.2079316028413603, 'y2': -0.05257724633279495}"
000507.XSHE,1.460981883265414,0.23612495381834764,0.034,"{'A1': 7.581443926693227, 'A2': 56.51271320341654, 'A3': 95.0555657449721, 'y1': 0.005, 'y2': -0.2}"
002172.XSHE,-0.4362006657202473,0.16171314074589316,0.789,"{'A1': 18.314191472864216, 'A2': 30.0, 'A3': 85.41993314100526, 'y1': 0.005, 'y2': -0.046177737189988834}"
000968.XSHE,1.5006040546361572,0.0,0.0,"{'A1': 12.124827288140468, 'A2': 30.0, 'A3': 138.21694663899942, 'y1': 0.005, 'y2': -0.2}"
002073.XSHE,2.5737730671200927,1.1350166329563756,0.009,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
002075.XSHE,0.0,0.0,0.0,"{'A1': 19.973028808877242, 'A2': 45.75805190390831, 'A3': 97.92061230710107, 'y1': 0.17377518245402793, 'y2': -0.13689835307345116}"
600523.XSHG,0.16903879824173434,0.221002239186825,0.538,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600522.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 39.904221857085496, 'A3': 103.88103180992736, 'y1': 0.005, 'y2': -0.1677551745721026}"
600521.XSHG,-0.022594146996684585,0.24628303536327717,0.654,"{'A1': 3.996323774547971, 'A2': 35.657691653148326, 'A3': 92.01647985392842, 'y1': 0.04039473765400018, 'y2': -0.05346878338018557}"
600480.XSHG,1.789959368822351,0.336177473140588,0.018,"{'A1': 9.336641307219868, 'A2': 38.03324937064136, 'A3': 91.94146196070344, 'y1': 0.3, 'y2': -0.005}"
600481.XSHG,0.14803714612622776,1.0156553142886988,0.917,"{'A1': 6.935393485012425, 'A2': 38.82428964170606, 'A3': 87.08559766979303, 'y1': 0.29568213604829574, 'y2': -0.14590973167553165}"
600529.XSHG,-0.9111382842243683,0.518425472377846,0.993,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600487.XSHG,-0.5363583680772529,0.28624441649067783,0.859,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600138.XSHG,-1.1242996911476433,0.26887800108230614,0.978,"{'A1': 30.0, 'A2': 60.0, 'A3': 135.6954547029161, 'y1': 0.005, 'y2': -0.2}"
600130.XSHG,-0.45017920807048994,0.44928407369316337,0.931,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600131.XSHG,-0.8918273166433424,0.19323343863795317,0.918,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600135.XSHG,1.7848688472181369,0.21423648395360373,0.002,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600310.XSHG,1.6058911364053727,0.5214793923588981,0.055,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600258.XSHG,-0.28527966944707195,0.16170034503157524,0.71,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600312.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 75.88475917517701, 'y1': 0.005, 'y2': -0.2}"
600315.XSHG,0.2631388624575758,0.8560777968405362,0.833,"{'A1': 5.05951188702952, 'A2': 52.504190738066264, 'A3': 76.72507930701738, 'y1': 0.14953925311521554, 'y2': -0.06021335546666781}"
000417.XSHE,0.21235918161707756,0.7951402403441781,0.838,"{'A1': 4.0791448409300175, 'A2': 40.23297832607055, 'A3': 88.92434077629369, 'y1': 0.005, 'y2': -0.2}"
000416.XSHE,-1.6755504464230635,0.4091119052490527,1.0,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
000419.XSHE,0.7074233123374416,0.6388369840933037,0.45,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
000821.XSHE,0.726014918117058,0.5448577132855555,0.404,"{'A1': 8.439556025071214, 'A2': 44.95098757576627, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600253.XSHG,-1.5353146573869163,0.4727191614586252,1.0,"{'A1': 8.996958985861452, 'A2': 43.75388159922661, 'A3': 112.75239792176967, 'y1': 0.224210865423737, 'y2': -0.10753147085936458}"
