code,ir_bo,ir_rd,p_value,params
002040.XSHE,2.397077220227765,0.3275361975977488,0.0,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
002041.XSHE,0.8590823936433546,0.9077475347615817,0.534,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
002048.XSHE,-0.29907431920535227,0.7327521071600379,0.937,"{'A1': 2.113308467859316, 'A2': 37.9309426298321, 'A3': 100.66612643896589, 'y1': 0.19938713656793192, 'y2': -0.1562227008684029}"
600496.XSHG,2.049083252714416,0.3823262910215557,0.004,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600495.XSHG,2.706988410551139,0.16500241650255934,0.0,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600491.XSHG,0.1350485942010901,0.13924615555097603,0.511,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600498.XSHG,1.0018586838482104,0.3972638216146441,0.183,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600127.XSHG,-1.230163804077586,0.17369157631677917,0.974,"{'A1': 15.28142930690469, 'A2': 40.00567636372277, 'A3': 101.63944442049795, 'y1': 0.005, 'y2': -0.2}"
600126.XSHG,-1.729133399915788,0.07044243390387875,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 112.49889314647582, 'y1': 0.005, 'y2': -0.2}"
000016.XSHE,0.08145302617315713,0.11967950986920255,0.517,"{'A1': 6.957283990628297, 'A2': 35.94793749292915, 'A3': 85.00340725898839, 'y1': 0.005961237301321816, 'y2': -0.0305573457677705}"
600088.XSHG,-0.2281509564266472,0.46764481628094257,0.858,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600122.XSHG,0.01382136561380717,0.2988493386506877,0.659,"{'A1': 19.217436075416003, 'A2': 30.0, 'A3': 117.0494155739878, 'y1': 0.3, 'y2': -0.2}"
600121.XSHG,-0.5645065639474586,0.4139377229700809,0.918,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600120.XSHG,-0.2441692297257612,0.594833828348444,0.911,"{'A1': 25.145817280077505, 'A2': 56.8919832560389, 'A3': 139.51726239166823, 'y1': 0.3, 'y2': -0.2}"
600086.XSHG,0.9676523427976547,0.6878668075652669,0.338,"{'A1': 27.24059108990996, 'A2': 58.03352924021604, 'A3': 149.706002848553, 'y1': 0.2872498428969295, 'y2': -0.18986234297653884}"
600082.XSHG,0.3807881350582558,0.1251938944155203,0.369,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600648.XSHG,-0.6121536070988752,0.1789733798378007,0.858,"{'A1': 25.095664671085835, 'A2': 31.94592738596304, 'A3': 94.48561121771425, 'y1': 0.03530252964900661, 'y2': -0.1227528361707115}"
600056.XSHG,0.2316178672106981,0.46632894779879563,0.655,"{'A1': 6.930732212004118, 'A2': 30.33026287285833, 'A3': 72.17181523035295, 'y1': 0.24156101416879538, 'y2': -0.09841283581285186}"
600640.XSHG,0.6067134808039086,0.030305879780742787,0.484,"{'A1': 30.0, 'A2': 60.0, 'A3': 94.150253111006, 'y1': 0.005, 'y2': -0.005}"
600641.XSHG,1.1193442556428763,0.03102744850767804,0.0,"{'A1': 19.251213160258484, 'A2': 51.537932463322626, 'A3': 150.0, 'y1': 0.005, 'y2': -0.18066682779398904}"
600067.XSHG,-0.252786733428929,0.4142890581430873,0.834,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
600064.XSHG,1.7601122740747304,0.17652509911372982,0.005,"{'A1': 6.036509804343994, 'A2': 37.18120282491022, 'A3': 105.87205161902607, 'y1': 0.005, 'y2': -0.2}"
000428.XSHE,-1.2791290012387595,0.20483667575643225,0.987,"{'A1': 27.50441295744185, 'A2': 51.221432178291735, 'A3': 60.640051729816044, 'y1': 0.061712337043796896, 'y2': -0.08609948235791048}"
000429.XSHE,1.2358286396097975,0.0,0.0,"{'A1': 30.0, 'A2': 58.27330525106434, 'A3': 107.0094945217082, 'y1': 0.005, 'y2': -0.2}"
000938.XSHE,-1.4846467112468946,0.21460498804120864,0.995,"{'A1': 7.48788237749407, 'A2': 55.04393825713935, 'A3': 63.20732732599537, 'y1': 0.005, 'y2': -0.2}"
600061.XSHG,0.7790589204576073,0.3223325665627251,0.267,"{'A1': 16.513318730495744, 'A2': 36.4215442231014, 'A3': 148.44000987777758, 'y1': 0.13077475739368438, 'y2': -0.03911546165540397}"
000936.XSHE,0.9900663420914098,0.8528127319907448,0.416,"{'A1': 3.791799576672431, 'A2': 38.90098945746976, 'A3': 136.2904559189049, 'y1': 0.10567190724105963, 'y2': -0.01413813669372424}"
000510.XSHE,0.36523132749121123,0.3019434299178996,0.457,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
000426.XSHE,2.2592822210356167,0.1881069820112795,0.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000420.XSHE,-0.1002260475683278,0.3333752203530815,0.728,"{'A1': 17.462109817837614, 'A2': 54.057525292091285, 'A3': 60.00637290958524, 'y1': 0.15269993143753133, 'y2': -0.1243121545186701}"
000421.XSHE,-2.3252643797138552,0.2874807551685179,1.0,"{'A1': 13.267367970553476, 'A2': 52.82607466617023, 'A3': 60.70602514826549, 'y1': 0.14339937015820434, 'y2': -0.14677785834772855}"
000930.XSHE,-1.0228675454482932,0.2637464278289837,0.968,"{'A1': 9.283114634844855, 'A2': 56.49777136949892, 'A3': 145.4109964909136, 'y1': 0.2996650043106669, 'y2': -0.006091955476267155}"
000548.XSHE,-0.053708122831791646,0.34803634627346763,0.727,"{'A1': 30.0, 'A2': 45.10360255416835, 'A3': 82.3926011229662, 'y1': 0.3, 'y2': -0.2}"
600995.XSHG,-0.29858473172710215,0.4030647408230568,0.833,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600991.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
600398.XSHG,1.7612928331347477,0.20981217837445615,0.005,"{'A1': 11.727335897952432, 'A2': 51.920903720685196, 'A3': 61.301210392943005, 'y1': 0.009164699516093154, 'y2': -0.18446611755731232}"
600399.XSHG,-0.7334420849241116,0.1965668797308049,0.901,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
000949.XSHE,-2.3292925939695133,0.33425052542657396,1.0,"{'A1': 11.830043193190557, 'A2': 53.815628896688665, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600469.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.005}"
600540.XSHG,-1.9768341759304537,0.32756141355940166,0.999,"{'A1': 4.22528178273058, 'A2': 38.00516928338443, 'A3': 136.55859991356996, 'y1': 0.13745446832362407, 'y2': -0.0614537715218669}"
600391.XSHG,1.3606676466276917,0.12155465633345215,0.012,"{'A1': 25.197749987713085, 'A2': 57.966573813443866, 'A3': 141.59337196499237, 'y1': 0.016998613588497892, 'y2': -0.014831934023646562}"
600460.XSHG,0.6694911009586998,0.9998746957151845,0.705,"{'A1': 5.05951188702952, 'A2': 52.504190738066264, 'A3': 76.72507930701738, 'y1': 0.14953925311521554, 'y2': -0.06021335546666781}"
600393.XSHG,-0.5576797981538204,0.3024714105791253,0.904,"{'A1': 7.629231916965119, 'A2': 37.645316555947915, 'A3': 88.87623098560263, 'y1': 0.3, 'y2': -0.2}"
600395.XSHG,0.0,0.0,0.0,"{'A1': 1.1695024960322953, 'A2': 36.46397371389719, 'A3': 91.18930003979348, 'y1': 0.19620717815008282, 'y2': -0.09018254653244699}"
600396.XSHG,-0.44621085758221923,0.41809198524307317,0.918,"{'A1': 2.228248341884701, 'A2': 34.07653855926273, 'A3': 90.91421066872624, 'y1': 0.13050076905124589, 'y2': -0.08982481092385616}"
000720.XSHE,-0.5984595440020346,0.3522729484863654,0.908,"{'A1': 12.308791985155397, 'A2': 57.38606038459939, 'A3': 61.00892599839639, 'y1': 0.18139581832941098, 'y2': -0.07279887009760691}"
000727.XSHE,-1.1751112853338759,0.3366741621918968,0.984,"{'A1': 11.884059396377925, 'A2': 60.0, 'A3': 140.26179681368913, 'y1': 0.005, 'y2': -0.2}"
000726.XSHE,0.7963278943695913,0.20936640665771564,0.205,"{'A1': 11.727335897952432, 'A2': 51.920903720685196, 'A3': 61.301210392943005, 'y1': 0.009164699516093154, 'y2': -0.18446611755731232}"
000682.XSHE,-1.7919981675741676,0.44696592278940317,1.0,"{'A1': 4.76312757424449, 'A2': 33.18957180663225, 'A3': 86.93831268170364, 'y1': 0.005, 'y2': -0.14308849755028158}"
000683.XSHE,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 37.89473606735092, 'A3': 150.0, 'y1': 0.3, 'y2': -0.005}"
600861.XSHG,1.9450411128833078,0.17611843408173336,0.0,"{'A1': 8.687513662623159, 'A2': 30.0, 'A3': 125.67739753376516, 'y1': 0.005, 'y2': -0.005}"
600468.XSHG,2.2728156530755386,0.812145572964124,0.011,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
000837.XSHE,0.27184156242333274,0.7690304565272529,0.784,"{'A1': 5.834550369752635, 'A2': 40.28706390080545, 'A3': 96.70853771971284, 'y1': 0.3, 'y2': -0.2}"
600267.XSHG,2.101035995317141,0.0,0.0,"{'A1': 30.0, 'A2': 42.675797669366645, 'A3': 120.14336629137495, 'y1': 0.005, 'y2': -0.2}"
600260.XSHG,-1.0928783374061575,0.3965976820607132,0.979,"{'A1': 6.93477478835256, 'A2': 46.58116250968737, 'A3': 92.78190341471198, 'y1': 0.005, 'y2': -0.2}"
600261.XSHG,0.34018933551313607,0.1960586669979873,0.456,"{'A1': 6.514441053301414, 'A2': 32.60730690194468, 'A3': 93.07755515713401, 'y1': 0.005, 'y2': -0.005}"
000831.XSHE,0.9021882575036403,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600263.XSHG,-0.3238696868681056,0.5975277631091407,0.932,"{'A1': 2.5918043525750867, 'A2': 30.660857525531846, 'A3': 100.55343830043489, 'y1': 0.08487348096727726, 'y2': -0.17311515915134057}"
600268.XSHG,0.16155795856457797,0.6665455218336316,0.773,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
000752.XSHE,-0.22274988694986697,0.6944875477291348,0.931,"{'A1': 8.996958985861452, 'A2': 43.75388159922661, 'A3': 112.75239792176967, 'y1': 0.224210865423737, 'y2': -0.10753147085936458}"
000619.XSHE,1.7502192248044788,0.0,0.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000617.XSHE,2.1338436139977706,0.27995589559676626,0.0,"{'A1': 3.936430221328793, 'A2': 40.0832596692946, 'A3': 97.33227202475018, 'y1': 0.005, 'y2': -0.2}"
000616.XSHE,-0.16509036222120235,0.3339408869787877,0.776,"{'A1': 29.621394258265344, 'A2': 58.869479100312006, 'A3': 149.73268440404757, 'y1': 0.22122335352233413, 'y2': -0.1939299237420089}"
000759.XSHE,1.4192894808256915,0.16550385510062576,0.04,"{'A1': 5.728902803187879, 'A2': 47.77975786346614, 'A3': 109.93574611451285, 'y1': 0.005, 'y2': -0.2}"
600846.XSHG,-0.6440369488481451,0.07720783293009363,0.572,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600467.XSHG,0.1994210186812077,0.39956854781813433,0.621,"{'A1': 14.611507449297868, 'A2': 52.324486285184946, 'A3': 60.882577540543735, 'y1': 0.2551432354128388, 'y2': -0.05579913807750847}"
002129.XSHE,1.7743076707753136,0.8161847345110458,0.064,"{'A1': 4.2622843036887055, 'A2': 30.0, 'A3': 80.46480593692996, 'y1': 0.005, 'y2': -0.2}"
600692.XSHG,-1.8860211252680927,0.07578145724050009,1.0,"{'A1': 15.91512236995775, 'A2': 47.3005314879084, 'A3': 139.38295036195535, 'y1': 0.25200653437517045, 'y2': -0.05752003922271162}"
002084.XSHE,1.057532710287927,0.33907665226896505,0.147,"{'A1': 11.281296082787582, 'A2': 44.47710849381977, 'A3': 63.48753583625365, 'y1': 0.03162813054521955, 'y2': -0.190924721289862}"
002085.XSHE,0.604792837852966,0.28630564806480824,0.341,"{'A1': 7.861265292147762, 'A2': 34.24573134966714, 'A3': 141.32242620962302, 'y1': 0.005, 'y2': -0.2}"
600696.XSHG,0.5535202852913614,0.15082692806444276,0.359,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600592.XSHG,1.3586109522946406,0.5138773327186346,0.088,"{'A1': 18.244859222546143, 'A2': 59.9686295437838, 'A3': 144.71974114219245, 'y1': 0.08009965795709673, 'y2': -0.16828771369837492}"
600590.XSHG,-1.2243763612830736,0.31406912555300975,0.991,"{'A1': 4.272726777126105, 'A2': 30.0, 'A3': 100.99782945281517, 'y1': 0.005, 'y2': -0.2}"
600594.XSHG,-1.7474029565092375,0.32912099909509485,1.0,"{'A1': 23.12789666574173, 'A2': 31.236765188011105, 'A3': 75.44886388639536, 'y1': 0.2999045059263037, 'y2': -0.1957490827934406}"
600805.XSHG,1.0466682282867703,0.5273220303933142,0.247,"{'A1': 14.067465348430042, 'A2': 31.12960944373015, 'A3': 71.7201808788176, 'y1': 0.21317746058905815, 'y2': -0.10864526205559948}"
600168.XSHG,1.047889046973156,0.11905976694113139,0.111,"{'A1': 17.959647304562136, 'A2': 38.59259333874916, 'A3': 88.60833734558807, 'y1': 0.005, 'y2': -0.2}"
600606.XSHG,-1.825776545532316,0.08574880554592147,1.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600605.XSHG,0.34209826738254856,0.2681280043884749,0.484,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600162.XSHG,-1.8455145591520679,0.18015120795962514,1.0,"{'A1': 21.796850410315503, 'A2': 59.99183801978273, 'A3': 130.5322530615672, 'y1': 0.04961554376368267, 'y2': -0.10789638759428863}"
600160.XSHG,2.3086164224162458,0.35359617936342624,0.0,"{'A1': 12.318353132181382, 'A2': 50.59939800062305, 'A3': 60.40546542363133, 'y1': 0.08893295107413125, 'y2': -0.13677616207182378}"
600769.XSHG,-0.8577349383175447,0.3897453696582413,0.966,"{'A1': 4.043793538820371, 'A2': 35.80249197044755, 'A3': 90.20974210481847, 'y1': 0.02043231919905564, 'y2': -0.08200222780242859}"
600764.XSHG,-1.1224812905585886,0.25957272314869306,0.974,"{'A1': 5.684287089381315, 'A2': 45.757363102817266, 'A3': 112.32641816399813, 'y1': 0.005, 'y2': -0.2}"
600488.XSHG,1.2358287142817617,0.0,0.0,"{'A1': 27.562262151212295, 'A2': 53.22437280921336, 'A3': 60.0, 'y1': 0.026331241185437504, 'y2': -0.2}"
600186.XSHG,-0.620028422654748,0.37577792538045734,0.937,"{'A1': 8.996958985861452, 'A2': 43.75388159922661, 'A3': 112.75239792176967, 'y1': 0.224210865423737, 'y2': -0.10753147085936458}"
000501.XSHE,2.1966995264597937,0.09452547388567879,0.0,"{'A1': 7.220809401774357, 'A2': 53.29652746785398, 'A3': 60.0, 'y1': 0.005, 'y2': -0.005}"
600189.XSHG,2.618558474122979,0.16615220022358,0.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000504.XSHE,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
001696.XSHE,1.0056720826974754,0.2752801851325306,0.152,"{'A1': 14.837560212468825, 'A2': 51.96980034571783, 'A3': 121.02564211322928, 'y1': 0.005, 'y2': -0.2}"
002019.XSHE,-0.5500358838360375,0.29001453775107827,0.901,"{'A1': 3.1875114919000005, 'A2': 36.82811289315181, 'A3': 91.1725852431765, 'y1': 0.29064469936397797, 'y2': -0.12153110010389825}"
002010.XSHE,1.0281299436570062,0.9693158188130201,0.452,"{'A1': 3.9204550209662536, 'A2': 30.25669083398989, 'A3': 80.81929121614361, 'y1': 0.027440201899795638, 'y2': -0.1949040623043149}"
600509.XSHG,-0.9457732043798699,0.2982569666006398,0.962,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600501.XSHG,0.8610730316182592,0.6889336695103951,0.389,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600482.XSHG,2.2103879319797097,0.28029846057205726,0.003,"{'A1': 16.513318730495744, 'A2': 36.4215442231014, 'A3': 148.44000987777758, 'y1': 0.13077475739368438, 'y2': -0.03911546165540397}"
600507.XSHG,-1.732015831433915,0.0,1.0,"{'A1': 19.2983784385817, 'A2': 60.0, 'A3': 89.67885307119955, 'y1': 0.005, 'y2': -0.005}"
600337.XSHG,0.6153565160492971,0.13329063068608343,0.303,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600332.XSHG,0.3579061675456018,0.5784153623974015,0.623,"{'A1': 8.047802899506024, 'A2': 46.21200016834689, 'A3': 100.8512781166976, 'y1': 0.2934071980503362, 'y2': -0.13877281636261402}"
600333.XSHG,0.8733575685220749,0.47264856901408936,0.269,"{'A1': 5.059496904300645, 'A2': 37.956291690753574, 'A3': 96.29365482946844, 'y1': 0.259074554632305, 'y2': -0.1149050906726543}"
600330.XSHG,2.0990356792005045,0.3444639981335301,0.001,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600237.XSHG,1.1412795967370963,0.12257104299228042,0.091,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600232.XSHG,-1.0510940630046157,0.39378474066329067,0.986,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600231.XSHG,1.5371266011833151,0.0,0.0,"{'A1': 10.067068520223609, 'A2': 41.72891417848122, 'A3': 114.57106217092243, 'y1': 0.005, 'y2': -0.005}"
600339.XSHG,0.8704177281793405,0.09091763287908196,0.0,"{'A1': 12.559508599997809, 'A2': 51.34388665789196, 'A3': 62.251548649426596, 'y1': 0.0061607419856658146, 'y2': -0.09276878968402143}"
000576.XSHE,-0.5307052554154158,0.5310460750560091,0.954,"{'A1': 14.981713090611374, 'A2': 30.0, 'A3': 94.50319476861098, 'y1': 0.3, 'y2': -0.2}"
000573.XSHE,-1.4876173237564563,0.24723706071400206,0.994,"{'A1': 6.528470805143042, 'A2': 56.38479593438464, 'A3': 67.01016484930878, 'y1': 0.12708026678152856, 'y2': -0.09290871595021805}"
000570.XSHE,1.0555748554395223,0.4524136262313016,0.202,"{'A1': 7.34060412921067, 'A2': 30.0, 'A3': 77.45710574418905, 'y1': 0.005, 'y2': -0.2}"
000571.XSHE,1.2708917547668337,0.05483920860638708,0.0,"{'A1': 12.14201058225628, 'A2': 50.86263013115776, 'A3': 60.03653549923126, 'y1': 0.025466416102890212, 'y2': -0.17237445368919094}"
600343.XSHG,2.3072008712389045,0.19709454639651766,0.0,"{'A1': 10.135355901512309, 'A2': 57.916538767858064, 'A3': 72.19750412214891, 'y1': 0.005, 'y2': -0.2}"
000973.XSHE,-0.7215030355909917,0.6666905988943329,0.981,"{'A1': 12.14201058225628, 'A2': 50.86263013115776, 'A3': 60.03653549923126, 'y1': 0.025466416102890212, 'y2': -0.17237445368919094}"
000970.XSHE,1.134792552064736,0.9982951121023707,0.408,"{'A1': 5.44272520686587, 'A2': 35.86279391223538, 'A3': 93.76559998745506, 'y1': 0.24755732226266863, 'y2': -0.043445823280525014}"
000976.XSHE,-0.04600897359133588,0.5026236985049372,0.812,"{'A1': 2.228248341884701, 'A2': 34.07653855926273, 'A3': 90.91421066872624, 'y1': 0.13050076905124589, 'y2': -0.08982481092385616}"
600345.XSHG,0.33503960642591163,0.12122351224625175,0.548,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000975.XSHE,-0.323255018070251,0.35663460405505804,0.82,"{'A1': 2.4269855258733086, 'A2': 55.49903289687328, 'A3': 132.11531922729253, 'y1': 0.2079316028413603, 'y2': -0.05257724633279495}"
000978.XSHE,1.0179183968665084,0.4738754533699103,0.196,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600439.XSHG,-1.0626171186852826,0.04473724834485166,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 111.22157006972142, 'y1': 0.3, 'y2': -0.005}"
600438.XSHG,-1.0782928996514758,0.10401828133155581,0.942,"{'A1': 11.254520214345277, 'A2': 59.193856825654365, 'A3': 139.07256468349146, 'y1': 0.27483479358796775, 'y2': -0.1147698676650057}"
000875.XSHE,0.0,0.0,0.0,"{'A1': 19.973028808877242, 'A2': 45.75805190390831, 'A3': 97.92061230710107, 'y1': 0.17377518245402793, 'y2': -0.13689835307345116}"
000655.XSHE,2.0385127522734265,0.12884031157753106,0.0,"{'A1': 7.258256343292881, 'A2': 55.60286926192859, 'A3': 66.85040242390652, 'y1': 0.005, 'y2': -0.2}"
000659.XSHE,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
000890.XSHE,-1.3414717567452594,0.562263663110059,0.998,"{'A1': 3.9998946202769714, 'A2': 42.719412767256244, 'A3': 90.53931296936702, 'y1': 0.07779305111116332, 'y2': -0.09207220198762527}"
000712.XSHE,0.0,0.0,0.0,"{'A1': 29.95179138798188, 'A2': 40.6681883370988, 'A3': 122.77085627478992, 'y1': 0.21593274009709848, 'y2': -0.10366753338390838}"
000713.XSHE,1.0185329540814618,0.589561474406843,0.239,"{'A1': 3.015259088718483, 'A2': 51.9280194620725, 'A3': 60.0, 'y1': 0.1956910293254041, 'y2': -0.09565373587150636}"
600806.XSHG,0.04267683749935119,0.2908822745707654,0.625,"{'A1': 27.238719099350696, 'A2': 31.332878504247297, 'A3': 108.17638117689005, 'y1': 0.3, 'y2': -0.1887033315778905}"
000899.XSHE,0.602071417835247,0.18012390069827702,0.28,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600802.XSHG,0.22916149411401934,0.31057425719752396,0.549,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
