,ir_test,ir_crl_mean,ir_crl_std,p_value
406,0.5835066002519502,-1.1342216761978041,0.6243241390220448,0.01
407,0.4327370753990715,-0.4882113809182204,0.6527408278611151,0.07
408,1.115127931189207,-0.540171884710686,0.5800183022471427,0.0
409,-0.718294251873116,0.29285471769522486,0.544153036969875,0.98
410,-0.4990315861037711,-0.7498102729156632,0.6611758695002801,0.35
412,0.33461117589805695,-0.3995851464169282,0.5874162842235358,0.11
413,-1.4767642353829034,-0.4253194864859843,0.6031651529341706,0.97
414,-0.36861962902751133,-1.1266302679084335,0.551953346292405,0.07
415,-1.950456993952425,-0.28561730827050563,0.7461225000261484,1.0
416,-1.2165037043958309,-1.0946989272421237,0.5809260521430348,0.63
417,-0.2823209651615708,-0.03526796234769762,0.660446469623023,0.69
418,-0.19165171332927253,-0.4303374450088743,0.6983872576566551,0.37
420,-1.6228922182393486,-0.11133793468113075,0.5938507401254622,1.0
422,1.1093054839342353,-0.5057478861037752,0.5758450416523095,0.01
425,-2.547539337192344,0.33078507021931325,0.5536655259157186,1.0
426,0.14611520577221904,-0.3156933034302901,0.6364439093395844,0.25
427,-0.4788680396788258,-1.1875204085678075,0.5105584557257715,0.08
428,-0.062405276653055335,-0.8047464796309071,0.548812157875227,0.1
430,-2.0056589578425323,-0.29253026191950166,0.6673893657954262,1.0
431,-1.1766535108702096,-1.1657358537115927,0.5740918525858341,0.52
432,0.7061503906014235,-0.788836594905316,0.6248195366199246,0.02
433,-0.27984935271458933,0.22845213625492367,0.6568606535822444,0.75
434,-1.652331226939233,-0.24998589129602625,0.5758278116352781,1.0
435,-1.9822301368441129,-0.9122205511395923,0.561613754262304,0.98
439,-1.7798709639112467,-0.5976824479669774,0.5912892699114506,0.97
440,1.3613381270489342,0.4112503629125069,0.6122594118422013,0.05
441,-0.04810776689171885,-0.06511903271947647,0.5753257814666378,0.47
443,-2.313906076971837,-0.5947993140247688,0.6911778945140837,0.99
444,-1.1442042163844746,-0.012726120382987727,0.5627181624265153,0.97
445,-1.3900524169814379,-1.2627465710587138,0.5662086415864638,0.57
446,1.2175191745399612,-0.9854167493959329,0.5775857309050649,0.0
447,-3.294189802961168,-0.37639512712226064,0.6851342227401197,1.0
448,-1.895825479251711,-0.21415167741636534,0.5896443524780979,1.0
450,1.5973913952644985,-0.6399009252089547,0.653367133977549,0.0
451,0.19896797273712047,-0.506302033705123,0.6207614590973043,0.14
452,-0.7189706815617781,-0.7854310523916322,0.6112322275147746,0.44
453,0.9893901532642757,-1.5921387071907487,0.6584876839103944,0.0
454,0.8287355925227038,0.1915901847507458,0.639122853450701,0.15
455,-2.295893711879876,-0.3444151642686968,0.5867235361023656,1.0
456,-1.2034868120119186,-1.0919997745218042,0.6369004650007082,0.62
459,0.35895113878395607,-0.827265906104256,0.6302767112538374,0.06
460,-0.4795619681980291,-0.32032052165490094,0.6237692289000738,0.63
461,-1.3285407645105718,-0.3516364375657543,0.5825398692713724,0.94
462,-0.3734474822741859,-0.32460934981212275,0.6138443427945572,0.58
464,0.2789958794573142,-0.01349800187433607,0.5873704027626014,0.33
466,0.9278518240083146,-0.6161467862042761,0.6393311929181136,0.01
467,0.5158424022511653,-1.1323784468418645,0.5364177770158994,0.01
469,-0.44055939890783324,-0.5190059541340252,0.6375206269131334,0.44
470,2.3252970732604945,-0.6097050691178343,0.5758207432020904,0.0
471,-0.8829021134085924,-1.1379460600491311,0.599058538066973,0.35
472,1.248290700973458,-0.16319908814211545,0.5637190802984458,0.0
473,0.9921567412011711,-0.57998137683021,0.5966231008015984,0.01
474,0.3201154063414117,0.15908344159558588,0.5928495788038712,0.38
475,-1.6153712588477624,-0.379068965660685,0.7149059993187902,0.95
476,1.9243693963399402,-0.6374321458536856,0.6489998707925206,0.0
477,0.1661100123650115,-1.1224802432717085,0.5374854453593635,0.02
478,-0.2941011761745893,-1.0713989472204242,0.6064412622800087,0.11
479,2.267532720866729,-0.19951405224677182,0.6423674810825087,0.0
481,-1.4265795549121316,0.056071916119350515,0.5762099711031121,1.0
482,-1.550998061292543,0.038898143474277225,0.6389563618706678,1.0
483,0.49112713818747844,-0.25452919671922236,0.6033457613882649,0.1
484,1.6733200520015163,-0.14668975235634213,0.618513338804273,0.0
485,0.8649357332182814,-0.9012731872192726,0.5898397458579783,0.0
486,3.2649379492484054,0.7123271823315724,0.6264507047802593,0.0
488,-0.988326961813442,-0.606288260404819,0.6262385608747553,0.76
491,-1.5624973983224635,-0.48672267503969563,0.645658066542072,0.93
492,-1.3291762652398769,-0.8017062509396792,0.6253682710713909,0.8
493,-1.268937059465316,-0.6885870648267902,0.6036339832304936,0.81
494,1.0982563423872245,0.05468338015752665,0.5627582206475619,0.04
495,-1.618337486397702,-0.13331825898582073,0.5476620134522703,1.0
496,1.4613668987088857,-0.0597937638593219,0.5870942723652395,0.01
497,-0.8999798390542498,-0.43771677687619936,0.6066627963032035,0.75
498,-0.1961150730873796,0.007955189558042301,0.588321005366621,0.6
499,0.3934252112053529,-0.3606274298314485,0.5926409359506192,0.12
500,-0.8584305467710233,-0.18092026438955527,0.5605412737842955,0.87
501,0.8942444173325839,-1.1340690936963593,0.4877422446930599,0.0
502,1.478127392878034,0.2661211552147964,0.6493905402840346,0.03
505,0.3398770633585605,-0.33385085797092856,0.5818852919565587,0.14
506,-1.3013942796512779,-0.39818153742862417,0.7129816642630495,0.87
507,-2.0538901479777736,-0.5950498558509412,0.6076599954908477,0.99
508,-1.3970086972774103,0.35359789393103314,0.5828454364772587,1.0
510,0.6194321502448766,-0.45972930210528706,0.5584358589254503,0.01
511,0.7774057534873988,0.749960592256437,0.6157131471071479,0.47
512,2.4424863077526133,-0.6843917070032215,0.6148674813894006,0.0
513,1.3112403699132444,-0.2684692524586513,0.5501605834773792,0.0
514,0.5241030757325646,-0.8105007464375998,0.6957112720013963,0.03
515,-0.061153239732495354,0.09185323159714388,0.5921557115663553,0.55
516,-0.11464258169291244,0.4338922617571882,0.6477239462765794,0.8
517,-1.9700091619253177,0.19731439569889775,0.6532214235708985,1.0
518,1.4144667135696936,-0.06027458378966168,0.5280836944248644,0.0
519,-0.6934846470534617,0.049336157991042705,0.6382724135102016,0.84
520,0.6453298501117511,-0.7586708914996636,0.6526972238146513,0.01
521,-1.750662051421392,-0.2172078812249669,0.5103767924260464,0.99
522,0.35816944109687665,0.2774358343310059,0.6388286963111337,0.46
523,0.2344304712775262,-0.10017060873393252,0.5943098834111452,0.3
524,-0.03882858595713155,-0.04353084115420172,0.5851685407604146,0.46
525,0.6244317866897785,0.035443063032352916,0.5682880120184318,0.16
526,0.8995123923390125,0.4964351229641,0.5980315065157201,0.26
527,-0.8688224168111409,0.146426651807936,0.6587866243254319,0.94
528,-0.2319668969518406,-0.02174881792069991,0.5548380192624115,0.67
529,0.26862732225096736,-0.321078399157236,0.6035057949295463,0.17
530,-0.6994675837707259,0.12668446897103558,0.5550571497244259,0.95
531,-2.2272707178313396,-0.4895068834885577,0.5854129754300297,0.99
532,-1.9510190335841855,-0.6222109588827367,0.5968168568943293,0.99
533,-0.8579636789638484,-0.024775796515460528,0.5313199239073516,0.94
534,0.7108797404717592,0.6888269452989895,0.5874299979369759,0.48
535,-1.1782233146429528,-0.28737693382051593,0.6330775084817913,0.93
537,0.6250190777805839,-0.8570942577286692,0.6019336551876685,0.01
538,0.09890877069010107,-0.36959974775111787,0.5960853662703394,0.26
539,-0.3864069705028942,0.8636806965045194,0.6333675740387875,0.97
541,-0.9468566550001292,-0.34890493743017376,0.5443251182984193,0.86
542,-1.0233265219857375,0.30714178896359035,0.6522243613727982,0.99
543,-1.0707704140165366,0.8239215670237044,0.6018018628268541,1.0
544,-0.30370156572507573,-1.12947510029884,0.6244621846444631,0.13
545,0.5671791234635944,-0.5636536759342223,0.6271806897363508,0.04
546,0.8811219167307245,-1.2779332170585156,0.5131054697746213,0.0
547,0.8333618852191271,-0.080456579779145,0.598453004855347,0.07
549,1.9584772334943232,-0.785004542845565,0.59155204025992,0.0
550,0.74200972315451,-0.9793874612066841,0.5319441132419459,0.01
551,-0.7884131425088143,-1.0664768251044066,0.6244406917931,0.36
552,0.757902647387608,-1.0988734320095537,0.598209216239607,0.0
553,1.2175191746396714,-1.001982170920023,0.7267194458349997,0.0
556,1.3048765083643277,-0.4273675888546746,0.5652560336039236,0.0
557,0.2097738339181764,-0.6678099286569638,0.5984806679942867,0.09
558,-0.7993383582137737,-1.2507799399916364,0.5827226606906787,0.23
560,0.20986852380702153,-0.5965204221043066,0.6661838088975536,0.14
561,-1.5794575068794154,-0.90651238499903,0.5584102546667492,0.87
562,0.8716188354983097,-1.6469624010680541,0.6919621171291331,0.0
563,-0.5966291704758941,-0.8127629116080983,0.6540520210927715,0.39
564,-1.3551990866837402,-0.4801600357040574,0.6180467384698658,0.91
567,-1.0048594082072668,-0.3461197951986311,0.5744709823541028,0.85
569,0.3532971803941275,-0.6480380704136373,0.6270865002565372,0.05
570,1.6916490640644832,-1.5532159760197277,0.6108795457930257,0.0
571,-0.7541024739459663,-1.0036338829484932,0.6051990042311016,0.41
573,0.3042774647222839,-0.7681369556261022,0.5810992787897722,0.03
576,0.9543962223438475,-0.4847298509790842,0.595733078328915,0.0
578,-0.23078759185401457,-0.9193323937523249,0.5866461411459969,0.15
579,-0.726256507211497,-0.3938750676253784,0.6485130353825074,0.73
581,-2.1298475480744723,-0.6847944550855364,0.5981389455358689,0.99
582,-3.4527484130525394,-0.32485406748528645,0.6031309105328028,1.0
583,1.4044590976676303,-0.751428039966412,0.5646437549449893,0.0
584,1.9962687226201685,-0.9629141562057605,0.5475126743014859,0.0
587,0.1526644646770543,-0.44612679438730646,0.6172660066830556,0.14
588,-2.1279757804216923,-0.30438988186239546,0.5952220595813987,1.0
589,-1.350782177888851,-0.6691356211065522,0.6107931863638898,0.88
591,-2.072145548154092,-0.8221350003802803,0.5784952907959273,1.0
592,0.9236414225803028,-0.9485026707344685,0.638661494047653,0.0
593,-1.1199031220425162,-0.8944205170238032,0.6084893302161695,0.65
594,-0.8779645777453335,-0.3158036725880498,0.5750395621056474,0.85
596,0.27295453685648746,-0.6291220067043096,0.6595069147236148,0.09
597,-0.9487183902547398,-0.4023848975127985,0.5721241422981354,0.81
599,0.9568374949189973,-0.41855736809866256,0.6069770704251023,0.02
600,-0.5772360501157101,-0.9429875386142947,0.6512820213990846,0.28
601,0.8247630974660475,0.5872352803213263,0.6721889205760567,0.33
603,0.8172100894999955,-0.6324174216508518,0.6572655518910904,0.02
606,-1.3590559122446604,-0.6776398754795347,0.6377406412277971,0.83
607,1.5056899635104941,0.08468760888688438,0.6599436624072389,0.02
608,-1.327914165483096,-0.3865160936996538,0.6331927579054941,0.94
609,-2.6110691054138533,-0.3097575357788205,0.5034905713131932,1.0
610,-1.0877637315619664,-1.4210276005991846,0.6450546527061517,0.31
611,-1.9148362895010949,-0.540359267354091,0.5283453526834289,0.99
612,0.7135764168350852,-0.9994129446845786,0.5473847899931431,0.0
614,-0.6114442723120119,-0.33757873606387184,0.6373845395971389,0.67
615,0.48949781036149215,-0.6094624606376644,0.5540190942290062,0.02
616,-1.1796238731355548,-0.8014507539510325,0.6276969481326011,0.7
617,1.2424051094885393,-0.31933596382142804,0.6238709578632657,0.0
618,-1.1947251661711096,-1.043328253824994,0.6526278635636829,0.52
619,0.12596346259979155,-0.2015126122364162,0.564886369257962,0.3
620,-0.5879626673666852,-1.0519129149147979,0.6033293897703639,0.22
621,-0.7810746313427378,-0.12531659312857737,0.5777193454621183,0.89
623,-1.952428492654057,-0.8183454418114446,0.5445869435021805,0.98
624,3.291276792974943,-0.5154763806144639,0.6023890205034345,0.0
625,-0.7108490524709987,-0.255004755127008,0.6769214805045197,0.76
627,0.7656279419599057,-0.4106502221953201,0.6271413382900478,0.01
629,-1.067745701302051,-1.3050264868551096,0.5474733705024418,0.34
630,-1.7866881066464297,-0.4515916699262428,0.6515433590844483,1.0
631,0.436874496865559,-0.00506704948857754,0.537606586551763,0.23
632,-1.2513745940118841,-0.49879216243910673,0.6277166949504442,0.88
633,-1.167820452654646,-0.41362116373642516,0.6713537156182364,0.86
635,-0.43328586644205985,-0.9011995931296714,0.5714842709880189,0.22
636,-1.90028448534771,-1.0214802011973252,0.7002832558143647,0.87
637,1.046151726515122,-1.0880708952317535,0.6720631238648306,0.0
639,1.069016495192519,-1.0276637520353793,0.6836597631538122,0.0
640,-0.040657765817633716,-0.8699497421500169,0.6020787995473165,0.07
641,-0.2865308867803201,-0.4027400444817495,0.5877478698401876,0.39
642,2.00016911809165,0.22618391315998873,0.6030620644316511,0.01
643,-1.4195287824633889,-1.1946668846003525,0.6915770527631748,0.61
644,-1.3982014369973155,-1.0076026726959308,0.5446339722506311,0.73
645,-0.13461669024828732,-0.5117724404531796,0.6153476308732537,0.28
646,0.8105809146480353,0.12792539565868347,0.6016793384787925,0.13
647,0.35461375464307826,-1.3694626333267161,0.6383535262350343,0.0
648,0.45072251548494946,-0.8722563105834412,0.612987761232617,0.01
652,-0.8650043671794275,-0.37967109545772054,0.5434660413806355,0.82
653,-1.9595826232517748,-0.8245620807673961,0.593363489888296,0.97
654,-1.2490269338076152,-0.492477219915487,0.6356534425721169,0.86
656,-0.3937378886697692,-0.5233967662464041,0.5760083378037244,0.41
660,1.3370710983618959,-0.5033991109732655,0.6458997424883989,0.0
661,-1.038756055872057,-0.31461609334826196,0.5616501560250562,0.91
664,-0.2085422531457178,0.1834662210985343,0.631131645326925,0.73
666,-0.2732143734962821,-0.1639688134912731,0.6647579530373618,0.58
667,0.5514569870686374,0.05403695480213388,0.6191730434900578,0.2
668,-1.4701967623533758,-0.7023168947508198,0.5727833575940808,0.92
669,0.7250289562843957,-0.16860704074290228,0.5048467518983818,0.04
670,-0.5431228374294983,-0.4796970543678576,0.6297115312067925,0.48
671,-0.9883036908011921,0.06568857008604403,0.6134330814798056,0.96
672,-1.3210821985474455,-0.48783154992270944,0.6004569751001221,0.93
674,1.6572166759482336,0.01511435514479233,0.6772563203964318,0.0
675,-1.467382061769103,-0.6854223641039622,0.6105046902210508,0.92
677,-0.4360265460666266,-0.5981666228265072,0.6187720075266302,0.46
678,-0.17020938341634087,-0.10125684768791411,0.679801080464389,0.52
679,0.1951410254415661,-0.4912463997786925,0.6304658046999202,0.15
681,-1.1964482057915136,-0.46336930983073715,0.6164936712244373,0.86
683,-0.7305385101666347,-0.41154824566114584,0.5736962096810267,0.69
684,-0.4786992184071593,-0.6696424213964144,0.6225856099520537,0.4
685,0.8501305538339017,-0.3419938798433103,0.593652878578325,0.02
686,0.7957109245822024,-0.1325199209496327,0.6234885367231849,0.08
687,-0.287259515138446,-0.5663495304174598,0.6405015495876182,0.32
689,1.5949485820251448,-0.33310739197454375,0.5771163440059979,0.0
690,-0.7347132239814654,-0.5617035689874822,0.6802692626288065,0.6
692,-0.6132507599412094,-0.32681228595544354,0.6740837781308954,0.67
693,-1.298593436522009,0.025475111604142942,0.5591586488255951,0.99
695,-0.5896809621035362,-0.4968145219956799,0.7029508532988622,0.52
697,0.9251176899750687,-1.6380180058642566,0.5216110365281592,0.0
701,-1.033150620052198,-0.6636111651528884,0.6010587603699303,0.75
702,0.3908526160729863,-0.08384739259019444,0.5986113868503858,0.19
706,-1.8397772294654267,-0.48998802146560394,0.6107393497826749,0.98
709,-1.2007480374973198,-0.23490617162768296,0.6265413941974979,0.96
711,0.7394643603630732,-0.6127168210724668,0.6594047043934196,0.01
712,0.8903642744668762,-0.31807570853546396,0.6397916803704562,0.04
713,-2.1059764064967124,-0.43238204061703606,0.5534667941039424,1.0
715,-1.3537522149657624,-0.14045782202450408,0.5816204233640222,1.0
716,1.4064547112768486,-0.6181044055732614,0.5843445747941559,0.0
717,0.28347735134227003,-0.8391955157798746,0.6740989472191083,0.03
719,2.4684011497871508,-0.7583390172130301,0.6095435069867213,0.0
720,0.1094522837681978,-0.46346155801062694,0.6567263475035537,0.13
721,0.46777414810683443,-0.3675559102546003,0.544320373207301,0.09
722,0.9053438980605423,-1.2707854782831205,0.6234265346686624,0.0
723,0.25012507233343884,-0.10253561283113966,0.6335234416022025,0.3
725,-0.8347314219571654,-0.8914187443435126,0.5308594461902325,0.5
726,-0.6757965714130753,-0.7673920657134261,0.6842481577674603,0.43
727,1.262145535486959,-0.8817235778158491,0.612160397829435,0.0
728,-0.7638592262554292,-1.4571616457974748,0.5307898709466174,0.13
729,-1.057939000694957,-0.80655835458282,0.7410914096606952,0.6
730,1.192398264225216,-0.3081142282329944,0.5767385234430353,0.0
731,-0.4356387785180104,-0.721610260078105,0.6189026775680617,0.3
732,1.107694875790975,-0.905676048907858,0.5469852390141715,0.0
733,1.546816980436916,-0.5853802516605077,0.6508246905709423,0.0
734,1.6063826101416836,-0.488111237690577,0.6081775370207229,0.0
735,1.1350495909054579,-0.5576229976564728,0.5930849870084778,0.0
736,0.3992636621960885,-0.6086087977468322,0.6815604624523953,0.07
738,-2.018450178368024,-0.7116948577000857,0.6006637505155057,0.99
739,1.2968644648842396,-0.5169710439336133,0.6390910110972511,0.0
741,0.1518532444148001,-1.06033113793744,0.5132047840306562,0.0
742,1.206377703708161,-0.7730026392548507,0.5824517329253366,0.0
743,1.930004210673571,-0.46065416918793006,0.5920837249793055,0.0
744,-0.8315793067246758,-0.6742992376703866,0.664549638231404,0.58
745,1.0592510209236308,-0.8183338218973435,0.6170590694175189,0.0
746,-1.05992391291195,-0.5776607572061115,0.595229619922343,0.78
747,0.38939254930740225,-0.6709603773195569,0.567542936579267,0.05
748,-0.9573908311652243,-0.543216718464773,0.546950286901513,0.73
749,-1.0954451131776772,-0.4712977290644982,0.5614160509994733,0.87
750,-0.05893110742353567,-0.12818502211879418,0.6336230847354515,0.43
752,-1.2175191727623909,-0.2293785826570286,0.5929104304047171,0.97
754,0.006723313512003762,-1.3614014618807162,0.5974129025450874,0.02
755,-0.7549533329640181,-0.08963333910517056,0.5952150802316863,0.85
756,-0.5043672159839516,-0.8174986606015758,0.5317516196067037,0.26
757,0.3395346406819971,-0.9361811177060028,0.6423232091896233,0.01
758,0.5079274045401798,-0.5384760413703895,0.6374545111499771,0.05
759,-1.713469547128674,-0.7196820187637532,0.7366529229422178,0.9
761,-1.101603104668252,-1.2705840997481836,0.5954714493539052,0.39
762,-0.5980238815929999,-0.4292188268625874,0.5410877410189824,0.59
763,-0.7529441607857407,-0.5807792460261845,0.6314522490238095,0.61
764,1.548262602357093,-0.7036521115664991,0.5759983928087006,0.0
765,1.6733200526477918,-0.021351586595111213,0.6461632758028067,0.0
768,1.346042987120231,0.03519180381366762,0.6270135788739909,0.03
770,0.7952499913212201,-0.24435173493035456,0.6411086842163115,0.03
771,-0.6348460323309136,-0.7279991623627818,0.5955148298500373,0.47
773,-0.6732069344377632,-0.6338683493265004,0.6965822220997343,0.49
774,0.1734535696459314,-0.4544155737592223,0.6134185655932497,0.16
775,-1.2715000339065774,-0.6507512089366334,0.6033493115205996,0.86
776,1.286409651210072,0.06142276496759408,0.6212254899551924,0.04
777,-1.6674060810939415,-0.6546982512710338,0.6132497681911995,0.97
778,0.24053675134842525,-0.9909460072384217,0.621447858708498,0.02
779,-0.3274513985606208,-0.5261086955177734,0.6183661108711298,0.33
780,1.9943329469109805,-0.44062287699704866,0.6098784737017119,0.0
781,-0.1850136711863977,-0.10760526781941715,0.6029609925613353,0.5
784,1.2247448711592355,-0.09026106308565686,0.5609911642343446,0.0
785,1.2106234960196562,-0.17637530807934032,0.6155131395859297,0.03
786,-2.070460628094885,-0.10552187409784956,0.6107174054476795,0.99
787,0.9035590399779523,-0.5941690389482853,0.6355338266784968,0.0
788,-0.5950067060930275,-0.31343772692529775,0.6851963743737941,0.69
790,1.298609836232237,-0.4556446628071141,0.5604508366328368,0.0
791,0.021556893657924597,0.2519245062782091,0.6713662183061634,0.6
792,-0.33947150164402684,-0.19592639087985123,0.620765805862903,0.54
793,-2.500005751711406,0.23071182846434785,0.6875751792834556,1.0
795,-0.507960166832766,-0.3387426890859917,0.6369642594763537,0.62
797,-0.2792903457409037,0.45060197996307216,0.6112994239187105,0.88
798,-2.6145700102997123,0.23663416832408768,0.6493239186729638,1.0
799,1.7288075193651913,-0.7389777748694527,0.5856576285193724,0.0
800,-0.7831043583456411,-0.2541062961830993,0.6390888510224388,0.81
802,0.8814301410069124,-0.2439863004892888,0.5823799415574006,0.06
803,-1.844516440118205,-0.5560254320008805,0.6271158894535643,0.97
806,0.7553174387672429,-1.0945198888109733,0.6260376407803031,0.0
807,0.8839019882176462,0.18469806208508413,0.6184133797749316,0.11
808,-1.5131498236940097,-0.9149470867932802,0.6512280619376085,0.85
809,-0.38052066693612924,-0.20090601113859563,0.6174212785066621,0.63
810,2.303013777742904,-0.6335344569565361,0.5882399782677895,0.0
